;60m;;200m;;600m;;lengde;;høyde;;stav;;kule;
;Antall påmeldte;klokkeslett;Antall påmeldte;klokkeslett;Antall påmeldte;klokkeslett;Antall påmeldte;klokkeslett;Antall påmeldte;klokkeslett;Antall påmeldte;klokkeslett;Antall påmeldte;klokkeslett
G10;;;;;;;;;;;;;;
G11;;;;;;;;;;;;;;
G12;;;;;;;;;;;;;;
G13;;;;;;;;;;;;;;
G14;;;;;;;;;;;;;;
G15;;;;;;;;;;;;;;
G16;;;;;;;;;;;;;;
G17;;;;;;;;;;;;;;
MS;;;;;;;;;;;;;;
